train_loss,train_loss_unweighted,val_loss,train_acc,val_acc,val_bal_acc
0.5970749504210148,0.7200396622235157,0.6315168716115895,0.4650145772594752,0.6601178781925344,0.6863167926600762
0.48104174717522225,0.5435803475834075,0.5432838922867841,0.7447359896339488,0.756385068762279,0.7606771338114622
0.44290580713212163,0.4667760828841184,0.552937808814358,0.8062844185293165,0.7662082514734774,0.7774358725851263
0.4201492296865468,0.4368570123940639,0.5527885570273184,0.8179462261094914,0.762278978388998,0.7750533049040511
0.4043016223448706,0.4179333667558955,0.49199686256513614,0.8289601554907677,0.7917485265225933,0.79508302642631
0.3896338493452514,0.4036615676852079,0.4531261657450663,0.8325234855847101,0.7858546168958742,0.7712008141112618
0.38166489636276313,0.3950169507376693,0.47825737739592966,0.8354389374797538,0.7956777996070727,0.787095367319248
0.36462773752899896,0.3789399915483726,0.503432239202713,0.8445092322643343,0.787819253438114,0.7961572010079472
0.3556373976448573,0.37177305840194746,0.43471363192691315,0.8459669582118562,0.8055009823182712,0.7969406215674872
0.34725154938727165,0.36240023330148463,0.45588089756975003,0.8506640751538711,0.8055009823182712,0.802989920527234
0.3363092422321231,0.35421954337682465,0.41339899467813007,0.8539034661483641,0.8133595284872298,0.7939280868385346
0.3186370754535429,0.3365569623699457,0.41312214901967226,0.8652413346290897,0.8212180746561886,0.8125201912515345
0.31799354732210366,0.3407943951473446,0.47831505654134543,0.8652413346290897,0.787819253438114,0.7996139432706597
0.3216643233659548,0.3418912834185862,0.45010638073057463,0.8560090702947846,0.7956777996070727,0.8061074497641662
0.2977667777359505,0.32128296427580777,0.5095507407703662,0.8709102688694526,0.7976424361493124,0.8051382696905085
0.2861897538771782,0.3095067952456967,0.45171702142314496,0.8765792031098154,0.831041257367387,0.8284147444595206
0.2784049821867308,0.3040806187958172,0.49393317050690266,0.8759313249109167,0.8094302554027505,0.8174710861278025
0.2595614803080656,0.2835006861382408,0.39633233420741115,0.8877551020408163,0.8271119842829077,0.8173903211216644
0.2539496228634674,0.2817905286986503,0.45595293534528064,0.894395853579527,0.8212180746561886,0.8237546036053498
0.2514986412585805,0.27750508822705855,0.5186425234339326,0.8909944930353093,0.8133595284872298,0.8215820249402339
0.24603694106310672,0.2723282604762795,0.3981795333223399,0.8931000971817298,0.8290766208251473,0.8233346255734315
0.23768705428901674,0.2656115905671665,0.4245143449610952,0.8997408487204406,0.8290766208251473,0.8276555534018221
0.23231827658590545,0.2597139735784892,0.4152692394781206,0.8956916099773242,0.8231827111984283,0.8236496090973703
0.2206458213995837,0.24971960805981608,0.4280194545307422,0.9063816002591513,0.8349705304518664,0.8273405698778833
0.21855928227281277,0.24800012844026686,0.43861674044595955,0.9042759961127308,0.8330058939096268,0.8360874200426439
0.21403608046373118,0.24155735276376386,0.43557233496592884,0.906057661159702,0.8369351669941061,0.8401983588550752
0.21310151081410356,0.2426777718414332,0.40176240353312614,0.9080012957563978,0.8330058939096268,0.8257171932545067
0.20716794587220425,0.23855821567713964,0.43958766228557805,0.9107547781017169,0.831041257367387,0.8327356722879111
0.2005091677707957,0.22962063184091872,0.4478179829996555,0.9152899254940071,0.8369351669941061,0.8410625444207533
0.19418972554448588,0.2241951867884944,0.42535300257163805,0.9156138645934564,0.8369351669941061,0.8315565031982942
0.19900630873540168,0.22945305193401208,0.43733644508893926,0.9159378036929058,0.8349705304518664,0.8351182399689863
0.19263473936064868,0.22340235230429953,0.43564840513034514,0.9164237123420796,0.8349705304518664,0.8307973121405957
0.19656751882906365,0.22607848441374892,0.4351107371579453,0.916747651441529,0.8408644400785854,0.839124184273438
0.19242337801752255,0.22280924383262465,0.423880617955813,0.9219306770327178,0.8447937131630648,0.8415067519545132
0.19249463018125262,0.22279270523317354,0.42348522603628913,0.9182053773890508,0.8408644400785854,0.8365316275764036
0.18691299968662484,0.21877007465417384,0.42849402694664673,0.920472951085196,0.8408644400785854,0.8382599987077599
0.18815309690703147,0.2179983928920306,0.4424265022362145,0.9193391642371235,0.8408644400785854,0.8399883698391161
0.1872311166702137,0.2171326339206226,0.4196051685889718,0.9207968901846453,0.8408644400785854,0.8339390708793695
0.18398609958712167,0.21636068914839857,0.422646710938227,0.9230644638807904,0.8388998035363457,0.8331798798216709
0.18366028235245957,0.2147333164276102,0.432852187536086,0.9217687074829932,0.8428290766208252,0.8398833753311366
0.18448419552773074,0.2159765928182395,0.43018158409590807,0.922740524781341,0.8428290766208252,0.8381550041997803
0.1831736145646664,0.21328066711793411,0.4281637549166127,0.9216067379332685,0.8428290766208252,0.8381550041997803
0.1807031649329881,0.21106933332933822,0.44069897414190595,0.9211208292840946,0.8388998035363457,0.834908250953027
0.17841778513361498,0.21017797523460846,0.4294331019894313,0.9220926465824425,0.8428290766208252,0.8381550041997803
