train_loss,train_loss_unweighted,val_loss,train_acc,val_acc,val_bal_acc
0.6357640828854337,0.8243294508337117,0.8157825496118304,0.34986296676944156,0.3190428713858425,0.5
0.6005706498172848,0.7784803275704262,0.8065388670352734,0.408016443987667,0.42073778664007977,0.5721792642752562
0.5488135018304587,0.6961101778936369,0.6411140381041933,0.5569544364508393,0.6331006979062812,0.7065176610541728
0.4969406540710741,0.6047279582463866,0.5376594334632783,0.6718910585817061,0.7198404785643071,0.7494463762811128
0.45721429795710833,0.5344913834045504,0.44957528501778754,0.7408359027064063,0.7956131605184447,0.7909658674963397
0.4347147818051123,0.49373886178069915,0.4902099383435958,0.7786913326481671,0.7716849451645065,0.7941572108345534
0.4218601043316631,0.47523050785636445,0.4131312784502062,0.7903391572456321,0.827517447657029,0.8119006222547585
0.409286788225419,0.4582485714445542,0.4113057820889672,0.7995032545392258,0.8135593220338984,0.8082952049780381
0.4041967436890767,0.45013076983808287,0.4397884687243525,0.8048989379924631,0.80259222333001,0.8143599011713031
0.40022491017160616,0.4471886257330577,0.4118805785003236,0.8090955806783144,0.8155533399800599,0.8155723828696926
0.3896731961136936,0.4318586510311622,0.3871629279727118,0.8174888660500171,0.8295114656031904,0.8158560578330893
0.38820989938907813,0.43207250081663795,0.3633597601327677,0.8162041795135321,0.8504486540378864,0.8187728770131771
0.3823635782453041,0.4233187905073411,0.4339973942292176,0.8216855087358684,0.8045862412761715,0.817484901171303
0.3802106866345662,0.42347325372875616,0.39977817099210866,0.8211716341212744,0.8255234297108675,0.8262147693997072
0.37630908668510876,0.417252650129015,0.37780657270969686,0.8257965056526207,0.843469591226321,0.8294267020497804
0.3703365559016813,0.4103327366986394,0.3788485124424947,0.8285371702637889,0.8354935194416749,0.8268919289897512
0.3647608755589675,0.4049798766302303,0.357011963190847,0.8314491264131552,0.8514456630109671,0.8278092972181552
0.35996324211900144,0.3990557360175376,0.35111072326704845,0.8318773552586503,0.8404785643070788,0.7815565519765739
0.3616324514610059,0.40193125102241467,0.37850286781134185,0.830335731414868,0.8384845463609173,0.8332403001464128
0.35520876505555415,0.3940266680946167,0.35766763304725124,0.8339328537170264,0.8514456630109671,0.836944088579795
0.35369731251529407,0.3944696990971534,0.3508969730774641,0.8345323741007195,0.8554336989032901,0.8332288616398242
0.34887462256092777,0.38834984923683236,0.37374921608066275,0.8371017471736896,0.8514456630109671,0.8502310578330894
0.3454296097501413,0.38257791858987067,0.3976355839227275,0.841726618705036,0.8315054835493519,0.8389115117130308
0.3421737555568861,0.3812181188477029,0.36921911231304333,0.841897910243234,0.8464606181455633,0.8407576866764275
0.3391255890314364,0.377583958139645,0.37325409571765544,0.8436964713943131,0.8484546360917248,0.8447131222547584
0.33591935295852826,0.37260417242538607,0.4169102743164017,0.8460945529290853,0.8185443668993021,0.8376990300146413
0.32655358497269066,0.3632470730152307,0.33296596853885196,0.8509763617677287,0.8624127617148555,0.8425054904831626
0.3207373020174406,0.3569031849569881,0.3820066988943581,0.8526036313806098,0.839481555333998,0.8431071559297219
0.3193597382125319,0.3549668647096189,0.3455610077378757,0.8527749229188079,0.8614157527417746,0.852569088579795
0.3138632336149644,0.3503264671688661,0.3321473137480193,0.855858170606372,0.8614157527417746,0.8434342972181552
0.3152942736136991,0.3512828958671605,0.3563407288561552,0.8566289825282631,0.8524426719840479,0.8451500732064421
0.3111043645987244,0.34834246542630193,0.36437685704480854,0.8575710859883522,0.8544366899302094,0.8524272510980966
0.30840087773130953,0.3445999799892893,0.3481323329484831,0.8606543336759164,0.8564307078763709,0.8472478953147877
0.3053856786696541,0.3426156467711856,0.33980289798374785,0.8619390202124015,0.8614157527417746,0.8484169106881405
0.3027792860278123,0.340327709321087,0.3289730510231505,0.8636519355943817,0.8624127617148555,0.8449967972181551
0.30415069462706595,0.3421334137794865,0.3647610644400417,0.8610825625214115,0.8494516450648056,0.850427800146413
0.3008774444435344,0.337769446286407,0.4536741832614777,0.8638232271325796,0.8035892323030908,0.8292093704245973
0.29890847803387344,0.33610434930755,0.363898555041548,0.8653648509763617,0.8504486540378864,0.8494989934114202
0.2943649195203556,0.33039099659544835,0.3335106862209373,0.8652792052072628,0.8604187437686939,0.8493457174231333
