train_loss,train_loss_uw,val_loss,train_acc,val_acc,val_bal_acc
0.627298488865284,0.8183285422212722,0.7561093158641103,0.3486288188597546,0.3898305084745763,0.5360728491219993
0.5674316271268492,0.735831403075602,0.5673886745663013,0.48376232860235746,0.7491525423728813,0.77129775288084
0.4899546368666386,0.6012846226298755,0.4460249152223943,0.6788549434688477,0.8203389830508474,0.7952269500824924
0.4477446998344295,0.5239325354728441,0.45842856249566805,0.7540293480875632,0.7966101694915254,0.8048830398137845
0.41786238988460417,0.47493385669988364,0.3989730180320093,0.7902934808756314,0.8271186440677966,0.8171993502922406
0.4064052285971996,0.454746547701957,0.4802804996401577,0.8018402694250661,0.7813559322033898,0.8017304224379388
0.39828489843772985,0.44506181984071636,0.3747947082681171,0.8085157565552081,0.8338983050847457,0.8235429536124007
0.38898647437667455,0.43262847845073155,0.43404312638913173,0.8186191965359635,0.8084745762711865,0.8186893297011089
0.38400862210927345,0.42532577598814725,0.3737421213570288,0.8228891027183065,0.8322033898305085,0.8246620368594048
0.37756150922208614,0.4176826411022542,0.3698900750127889,0.823731056050036,0.8389830508474576,0.8273989947435061
0.3730956428693928,0.4134348685749454,0.36529060354677295,0.8275198460428194,0.8288135593220339,0.8232935579173541
0.36497605066331557,0.4030849923945861,0.3633155488361747,0.830286264132788,0.8559322033898306,0.8438591106165829
0.36104768346874133,0.4000571905519918,0.3471326577966496,0.8374428674524897,0.8610169491525423,0.8380974305848649
0.35543986259528815,0.39243485526393923,0.35044520542783253,0.8371421698340149,0.8661016949152542,0.8479645474427349
0.3517241085955005,0.3898764424149681,0.38132140383882035,0.8379841231657446,0.8338983050847457,0.83556510506593
0.3495299443118642,0.38744380707376014,0.3341409586748834,0.8393673322107289,0.8728813559322034,0.8543081507628951
0.3415581375855163,0.378812485993525,0.3356209747366986,0.8452610055328362,0.8627118644067797,0.8453938533553313
0.34188153801384186,0.3797172573586625,0.36981837128178546,0.8423743083954776,0.847457627118644,0.8494545268516032
0.339079827779986,0.37604504074504347,0.36663986904136203,0.8462833774356507,0.8423728813559322,0.841991840284439
0.33083793331660816,0.36720142863907723,0.3337594162609618,0.8482679817175848,0.8593220338983051,0.8452275895586336
0.32552314192479637,0.3605945464980869,0.34637681058907915,0.8497714698099591,0.8508474576271187,0.846014145212242
0.3246215778831567,0.36075403562296404,0.4065184300228701,0.8518162136155881,0.8271186440677966,0.8364347926178874
0.3266156669746433,0.36257317153943514,0.3335037476430505,0.8530190040894876,0.8627118644067797,0.8441916382099783
0.31936279586624977,0.35581190386213074,0.3369557123568098,0.8542217945633871,0.864406779661017,0.8502858458350919
0.31624847259807104,0.35282162048365306,0.3262473632218474,0.8550637478951166,0.8661016949152542,0.8515711928787937
0.3114103100708192,0.3482725609229223,0.32005662756451103,0.8585518402694251,0.8677966101694915,0.843238818759672
0.30804425104108313,0.3450635525937662,0.3403527116371413,0.860957421217224,0.8661016949152542,0.8539756231694995
0.30432760647377316,0.34014694022392467,0.3908280812077603,0.8625811883569882,0.8372881355932204,0.847753520316157
0.3061831878524633,0.344039886845744,0.32012690007686617,0.8603560259802743,0.864406779661017,0.8382636943815627
0.2977465239028848,0.333240291491305,0.358945287587279,0.8672119316815011,0.8525423728813559,0.8509061376920027
0.2919360421148091,0.328464727835326,0.3684251634751336,0.8655881645417368,0.8406779661016949,0.8491219992582077
